beer_id,beer_name,brewery_name,link,style,ba_score,ba_score_text,ratings_count,bro_score,bro_score_text,reviews_count,rating_avg,pdev,wants,gots,ft,location,abv,availability
23201_77952,"Kellerbier Kölsch","Mad Fox Brewing Company","/beer/profile/23201/77952/","Kellerbier / Zwickelbier",84,"good",35,-,"no score",10,3.7,11.08,0,2,0,"Virginia,United States",4.40,"Rotating"
472_41310,"Brauhaus Altenkunstadt Leikeim Steinbier Original","Brauerei Leikeim","/beer/profile/472/41310/","Kellerbier / Zwickelbier",82,"good",34,-,"no score",22,3.57,12.04,3,2,0,"Germany",5.80,"Year-round"
33058_116601,"Spica  Hefepils","Ecliptic Brewing","/beer/profile/33058/116601/","Kellerbier / Zwickelbier",81,"good",31,-,"no score",6,3.55,11.55,1,3,1,"Oregon,United States",5.50,"Year-round"
15435_136989,"Dial "Z" For Zwickel","Beau's All Natural Brewing Company","/beer/profile/15435/136989/","Kellerbier / Zwickelbier",81,"good",29,-,"no score",6,3.53,14.16,1,3,0,"Ontario,Canada",5.70,"Limited (brewed once)"
16773_130146,"Die Königin","Local Option","/beer/profile/16773/130146/","Kellerbier / Zwickelbier",84,"good",27,-,"no score",2,3.72,10.48,1,3,0,"Illinois,United States",6.50,"Rotating"
472_42339,"Leikeim Kellerbier Naturtrüb","Brauerei Leikeim","/beer/profile/472/42339/","Kellerbier / Zwickelbier",83,"good",27,-,"no score",12,3.67,8.72,1,1,0,"Germany",4.90,"Year-round"
24802_119784,"Adelais","Idle Hands Craft Ales","/beer/profile/24802/119784/","Kellerbier / Zwickelbier",86,"very good",27,90,"outstanding",4,3.85,11.17,2,2,0,"Massachusetts,United States",5.20,"Rotating"
2969_18501,"Königsbacher Zischke","Königsbacher Brauerei","/beer/profile/2969/18501/","Kellerbier / Zwickelbier",79,"okay",26,-,"no score",14,3.41,13.49,1,0,0,"Germany",4.80,"Year-round"
285_15150,"Naturtrüb","Brauerei Schloss Eggenberg","/beer/profile/285/15150/","Kellerbier / Zwickelbier",83,"good",24,-,"no score",16,3.64,11.26,1,0,0,"Austria",5.20,"Year-round"
172_115552,"Grevensteiner","Brauerei C. & A. Veltins GmbH & Co.","/beer/profile/172/115552/","Kellerbier / Zwickelbier",86,"very good",22,-,"no score",1,3.86,10.1,2,10,0,"Germany",5.20,"Year-round"
5850_39603,"Riegele Kellerbier","Brauerei S. Riegele","/beer/profile/5850/39603/","Kellerbier / Zwickelbier",82,"good",22,-,"no score",7,3.62,12.15,2,2,0,"Germany",4.70,"Year-round"
6063_37957,"Altfränkisches Klosterbier","Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus","/beer/profile/6063/37957/","Kellerbier / Zwickelbier",84,"good",21,-,"no score",14,3.74,14.97,2,0,0,"Germany",5.10,"Year-round"
33521_107885,"Being There","Right Proper Brewing Company","/beer/profile/33521/107885/","Kellerbier / Zwickelbier",85,"very good",21,-,"no score",1,3.8,7.89,0,2,0,"District of Columbia,United States",5.30,"Rotating"
31678_130032,"You Never Take Me Anywhere Nice","Off Color Brewing","/beer/profile/31678/130032/","Kellerbier / Zwickelbier",83,"good",19,-,"no score",3,3.69,7.05,1,0,0,"Illinois,United States",5.00,"Rotating"
15368_43887,"Ungespundetes Lagerbier","Löwenbräu Buttenheim","/beer/profile/15368/43887/","Kellerbier / Zwickelbier",88,"very good",18,-,"no score",12,4.05,10.62,14,0,0,"Germany",4.80,"Year-round"
2472_26266,"Riedenburger Emmerbier","Riedenburger Brauhaus","/beer/profile/2472/26266/","Kellerbier / Zwickelbier",82,"good",18,-,"no score",6,3.57,19.61,4,1,0,"Germany",5.50,"Year-round"
1798_23803,"Irseer Kloster-Urtrunk","Irseer Klosterbräu","/beer/profile/1798/23803/","Kellerbier / Zwickelbier",85,"very good",17,-,"no score",10,3.85,16.62,1,2,0,"Germany",5.60,"Year-round"
6063_37960,"Kloster-Sud","Klosterbrauerei Weissenohe / Klosterbrauerei Weißenohe Wirtshaus","/beer/profile/6063/37960/","Kellerbier / Zwickelbier",85,"very good",16,-,"no score",14,3.78,13.76,3,2,0,"Germany",5.40,"Year-round"
19127_133255,"Heliostat Zwickel Lager","Metropolitan Brewing","/beer/profile/19127/133255/","Kellerbier / Zwickelbier",91,"outstanding",16,-,"no score",2,4.34,6.68,2,1,0,"Illinois,United States",5.00,"Rotating"
5964_24153,"Schlappeseppel Kellerbier","Brauerei Schlappeseppel GmbH","/beer/profile/5964/24153/","Kellerbier / Zwickelbier",82,"good",15,-,"no score",8,3.59,9.75,0,1,0,"Germany",5.50,"Year-round"
4477_29919,"Gösser Zwickelbier","Brauerei Göss (Brau Union)","/beer/profile/4477/29919/","Kellerbier / Zwickelbier",82,"good",15,-,"no score",5,3.6,6.67,0,1,0,"Austria",4.50,"Year-round"
1632_4576,"Eichoff Klosterbrau Edeltrüb St. Fidelis","Brauerei Eichhof","/beer/profile/1632/4576/","Kellerbier / Zwickelbier",77,"okay",15,-,"no score",10,3.19,12.85,1,2,0,"Switzerland",4.80,"Year-round"
