beer_id,beer_name,brewery_name,link,style,ba_score,ba_score_text,ratings_count,bro_score,bro_score_text,reviews_count,rating_avg,pdev,wants,gots,ft,location,abv,availability
33_10804,"Gold Spike Ale","Berkshire Brewing Company Inc.","/beer/profile/33/10804/","Kölsch",84,"good",148,87,"very good",76,3.7,10.27,4,9,0,"Massachusetts,United States",4.20,"Summer"
9629_69684,"Kolsch 45","Short's Brewing Company","/beer/profile/9629/69684/","Kölsch",85,"very good",140,-,"no score",28,3.8,12.63,5,16,1,"Michigan,United States",6.50,"Rotating"
1550_43773,"Kolsch","Rock Bottom Restaurant & Brewery","/beer/profile/1550/43773/","Kölsch",76,"okay",140,-,"no score",19,3.3,13.94,0,19,0,"United States",4.83,"Summer"
15189_43208,"Angry Angel Kolsch","Big Boss Brewing","/beer/profile/15189/43208/","Kölsch",80,"good",139,-,"no score",67,3.49,15.19,5,7,0,"North Carolina,United States",4.50,"Summer"
26762_93700,"Love Street Summer Seasonal","Karbach Brewing Co.","/beer/profile/26762/93700/","Kölsch",78,"okay",136,-,"no score",12,3.38,18.05,4,33,0,"Texas,United States",4.90,"Summer"
1471_73841,"Kmita Kolsch","Dark Horse Brewing Company","/beer/profile/1471/73841/","Kölsch",78,"okay",129,-,"no score",42,3.39,16.52,0,5,0,"Michigan,United States",5.50,"Rotating"
691_1986,"Chaser Pale","Blackstone Restaurant & Brewery","/beer/profile/691/1986/","Kölsch",79,"okay",119,-,"no score",36,3.43,13.41,2,18,0,"Tennessee,United States",4.60,"Year-round"
2171_24288,"Sunbru Kölsch-Style Ale","Four Peaks Brewing Company","/beer/profile/2171/24288/","Kölsch",79,"okay",115,87,"very good",36,3.46,14.16,7,13,0,"Arizona,United States",5.20,"Year-round"
10707_50429,"Josephs Brau Summer Brew","Trader Joe's Brewing Company","/beer/profile/10707/50429/","Kölsch",72,"okay",112,-,"no score",60,3.06,13.4,3,2,0,"California,United States",4.80,"Summer"
8325_36387,"Fisherman's Ale","Cape Ann Brewing Company","/beer/profile/8325/36387/","Kölsch",82,"good",109,-,"no score",55,3.64,12.36,4,4,0,"Massachusetts,United States",5.00,"Year-round"
750_2937,"Kayak Kölsch","Lake Superior Brewing Company","/beer/profile/750/2937/","Kölsch",84,"good",109,-,"no score",54,3.7,12.7,3,12,0,"Minnesota,United States",ABV ,"Year-round"
19776_49260,"Ghost River Golden Ale","Ghost River Brewing","/beer/profile/19776/49260/","Kölsch",79,"okay",108,-,"no score",27,3.46,16.18,3,15,0,"Tennessee,United States",4.00,"Year-round"
1551_50155,"Gordon Biersch SommerBrau","Gordon Biersch Brewery Restaurant","/beer/profile/1551/50155/","Kölsch",78,"okay",104,88,"very good",41,3.41,12.9,2,2,0,"United States",4.60,"Summer"
31407_92785,"Blonde Ale","Saint Archer Brewing Co.","/beer/profile/31407/92785/","Kölsch",80,"good",101,-,"no score",24,3.52,15.06,2,25,0,"California,United States",4.80,"Year-round"
17033_50604,"Franconia Kölsch","Franconia Brewing Company","/beer/profile/17033/50604/","Kölsch",80,"good",101,-,"no score",19,3.52,15.91,0,15,1,"Texas,United States",4.80,"Year-round"
