2647_17610,"American Dark Wheat Ale"
5605_94309,"American Dark Wheat Ale"
4668_10061,"American Dark Wheat Ale"
32799_100633,"American Dark Wheat Ale"
17033_46633,"American Dark Wheat Ale"
18823_61863,"American Dark Wheat Ale"
2137_60046,"American Dark Wheat Ale"
1480_102370,"American Dark Wheat Ale"
1635_6669,"American Dark Wheat Ale"
33637_137098,"American Dark Wheat Ale"
29076_92851,"American Dark Wheat Ale"
21974_63226,"American Dark Wheat Ale"
103_21566,"/beer/profile/103/21566/"
33068_124509,"American Dark Wheat Ale"
36359_139539,"American Dark Wheat Ale"
31805_148000,"American Dark Wheat Ale"
27230_113773,"American Dark Wheat Ale"
6045_73608,"American Dark Wheat Ale"
27276_75419,"American Dark Wheat Ale"
32952_155551,"American Dark Wheat Ale"
3196_23833,"American Dark Wheat Ale"
30687_110426,"American Dark Wheat Ale"
33027_123001,"American Dark Wheat Ale"
3259_24743,"American Dark Wheat Ale"
24817_108211,"American Dark Wheat Ale"
34113_117943,"American Dark Wheat Ale"
13276_91139,"American Dark Wheat Ale"
1386_45347,"American Dark Wheat Ale"
5476_58410,"American Dark Wheat Ale"
beer_id,style
64_2093,"American Double / Imperial IPA"
863_7971,"American Double / Imperial IPA"
287_17112,"/beer/profile/287/17112/"
147_4083,"American Double / Imperial IPA"
27039_16814,"American Double / Imperial IPA"
147_84596,"American Double / Imperial IPA"
220_74986,"American Double / Imperial IPA"
64_9086,"American Double / Imperial IPA"
2743_22505,"American Double / Imperial IPA"
2210_50697,"American Double / Imperial IPA"
220_35738,"American Double / Imperial IPA"
64_18862,"American Double / Imperial IPA"
1199_34146,"American Double / Imperial IPA"
345_99873,"American Double / Imperial IPA"
140_55939,"American Double / Imperial IPA"
26_1558,"American Double / Imperial IPA"
147_82250,"American Double / Imperial IPA"
30_22352,"American Double / Imperial IPA"
220_1372,"American Double / Imperial IPA"
1199_17538,"American Double / Imperial IPA"
3818_57908,"American Double / Imperial IPA"
2743_45175,"American Double / Imperial IPA"
158_17060,"American Double / Imperial IPA"
10607_77299,"American Double / Imperial IPA"
2681_8919,"American Double / Imperial IPA"
26_52531,"American Double / Imperial IPA"
392_30288,"American Double / Imperial IPA"
694_71969,"American Double / Imperial IPA"
3818_28577,"American Double / Imperial IPA"
73_90156,"American Double / Imperial IPA"
863_21690,"American Double / Imperial IPA"
2681_55412,"American Double / Imperial IPA"
2743_34085,"American Double / Imperial IPA"
1471_22381,"American Double / Imperial IPA"
220_52077,"American Double / Imperial IPA"
192_90410,"American Double / Imperial IPA"
63_47434,"American Double / Imperial IPA"
73_18421,"American Double / Imperial IPA"
3120_7597,"American Double / Imperial IPA"
287_52361,"/beer/profile/287/52361/"
22511_58299,"American Double / Imperial IPA"
2137_22527,"American Double / Imperial IPA"
2743_92971,"American Double / Imperial IPA"
64_60078,"American Double / Imperial Pilsner"
1199_119960,"American Double / Imperial Pilsner"
140_152542,"American Double / Imperial Pilsner"
26520_99033,"American Double / Imperial Pilsner"
26520_75414,"American Double / Imperial Pilsner"
3818_43738,"American Double / Imperial Pilsner"
898_16471,"American Double / Imperial Pilsner"
16866_51557,"American Double / Imperial Pilsner"
35_38591,"American Double / Imperial Pilsner"
199_38860,"American Double / Imperial Pilsner"
64_130331,"American Double / Imperial Pilsner"
132_12690,"American Double / Imperial Pilsner"
267_31255,"American Double / Imperial Pilsner"
26_68572,"American Double / Imperial Pilsner"
9629_37483,"American Double / Imperial Pilsner"
73_95343,"American Double / Imperial Pilsner"
14046_53452,"American Double / Imperial Pilsner"
423_84473,"American Double / Imperial Pilsner"
1416_58917,"American Double / Imperial Pilsner"
13307_41007,"American Double / Imperial Pilsner"
9629_30660,"American Double / Imperial Pilsner"
2137_58878,"American Double / Imperial Pilsner"
13839_45328,"American Double / Imperial Pilsner"
26520_148058,"American Double / Imperial Pilsner"
697_61007,"American Double / Imperial Pilsner"
2454_41339,"American Double / Imperial Pilsner"
141_119761,"American Double / Imperial Pilsner"
29223_98158,"American Double / Imperial Pilsner"
13307_77152,"American Double / Imperial Pilsner"
9969_25846,"American Double / Imperial Pilsner"
24300_145963,"American Double / Imperial Pilsner"
24808_67827,"American Double / Imperial Pilsner"
16352_50909,"American Double / Imperial Pilsner"
220_136624,"American Double / Imperial Pilsner"
18006_95753,"American Double / Imperial Pilsner"
741_54539,"/beer/profile/741/54539/"
403_116634,"/beer/profile/403/116634/"
